,Donald Trump,Kamala Harris,Beto O'Rourke,Bernie Sanders,Joe Biden
2019-03-19 17:00:05.001442,2.55,8.0,8.0,8.0,8.0
2019-03-19 18:00:05.876499,2.55,8.0,8.0,8.0,8.0
2019-03-19 19:00:06.515896,2.55,8.0,8.0,8.0,8.0
2019-03-19 20:00:06.215020,2.55,8.0,8.0,8.0,8.0
2019-03-19 21:00:05.660677,2.55,8.0,8.0,8.0,8.0
2019-03-19 22:00:05.190903,2.55,8.0,8.0,8.0,8.0
2019-03-19 23:00:07.483512,2.55,8.0,8.0,8.0,8.0
2019-03-20 00:00:06.356414,2.55,8.0,8.0,8.0,8.0
2019-03-20 01:00:34.571162,2.55,8.0,8.0,8.0,8.0
2019-03-20 02:00:06.191119,2.55,8.0,8.0,8.0,8.0
2019-03-20 03:00:06.166364,2.55,8.0,8.0,8.0,8.0
2019-03-20 04:00:06.301341,2.55,8.0,8.0,8.0,8.0
2019-03-20 05:00:05.586349,2.55,8.0,8.0,8.0,8.0
2019-03-20 06:00:05.951599,2.55,8.0,8.0,8.0,8.0
2019-03-20 07:00:05.291530,2.55,8.0,8.0,8.0,8.0
2019-03-20 08:00:06.337592,2.55,8.0,8.0,8.0,8.0
2019-03-20 09:00:05.628915,2.55,8.0,8.0,8.0,8.0
2019-03-20 10:00:05.167691,2.55,8.0,8.0,8.0,8.0
2019-03-20 11:00:05.870298,2.55,8.0,8.0,8.0,8.0
2019-03-20 12:00:07.065365,2.55,8.0,8.0,8.0,8.0
2019-03-20 13:00:05.497910,2.55,8.0,8.0,8.0,8.0
2019-03-20 14:00:05.888695,2.55,8.0,8.0,8.0,8.0
2019-03-20 15:00:05.475213,2.55,8.0,8.0,8.0,8.0
2019-03-20 16:00:06.650141,2.55,8.0,8.0,8.0,8.0
2019-03-20 17:00:06.146410,2.55,8.0,8.0,8.0,8.0
2019-03-20 18:00:06.157336,2.55,8.0,8.0,8.0,8.0
2019-03-20 19:00:06.349073,2.55,8.0,8.0,8.0,8.0
2019-03-20 20:00:05.724039,2.55,8.0,8.0,8.0,8.0
2019-03-20 21:00:05.134936,2.55,8.0,8.0,8.0,8.0
2019-03-20 22:00:05.516376,2.55,8.0,8.0,8.0,8.0
2019-03-20 23:00:05.912572,2.55,8.0,8.0,8.0,8.0
2019-03-21 00:00:05.816732,2.55,8.0,8.0,8.0,8.0
2019-03-21 01:00:05.970310,2.55,8.0,8.0,8.0,8.0
2019-03-21 02:00:05.472300,2.55,8.0,8.0,8.0,8.0
2019-03-21 03:00:06.204177,2.55,8.0,8.0,8.0,8.0
2019-03-21 04:00:05.515487,2.55,8.0,8.0,8.0,8.0
2019-03-21 05:00:05.836400,2.55,8.0,8.0,8.0,8.0
2019-03-21 06:00:05.283571,2.55,8.0,8.0,8.0,8.0
2019-03-21 07:00:05.057131,2.55,8.0,8.0,8.0,8.0
2019-03-21 08:00:05.448153,2.55,8.0,8.0,8.0,8.0
2019-03-21 09:00:10.073164,2.55,8.0,8.0,8.0,8.0
2019-03-21 10:00:09.407170,2.55,8.0,8.0,8.0,8.0
2019-03-21 11:00:09.762049,2.55,8.0,8.0,8.0,8.0
2019-03-21 12:00:09.725183,2.55,8.0,8.0,8.0,8.0
2019-03-21 13:00:10.140279,2.55,8.0,8.0,8.0,8.0
2019-03-21 14:00:09.589239,2.55,8.0,8.0,8.0,8.0
2019-03-21 15:00:09.800479,2.55,8.0,8.0,8.0,8.0
2019-03-21 16:00:09.438803,2.55,8.0,8.0,8.0,8.0
2019-03-21 17:00:11.003889,2.55,8.0,8.0,8.0,8.0
2019-03-21 18:00:09.447879,2.55,8.0,8.0,8.0,8.0
2019-03-21 19:00:34.122524,2.55,8.0,8.0,8.0,8.0
2019-03-21 20:00:32.433950,2.55,8.0,8.0,8.0,8.0
2019-03-21 21:00:06.232739,2.55,8.0,8.0,8.0,8.0
2019-03-21 22:00:06.133293,2.55,8.0,8.0,8.0,8.0
2019-03-21 23:00:05.806181,2.55,8.0,8.0,8.0,8.0
2019-03-22 00:00:05.885660,2.55,8.0,8.0,8.0,8.0
2019-03-22 01:00:05.731057,2.55,8.0,8.0,8.0,8.0
2019-03-22 02:00:05.331975,2.55,8.0,8.0,8.0,8.0
2019-03-22 03:00:06.187951,2.55,8.0,8.0,8.0,8.0
2019-03-22 04:00:07.108993,2.55,8.0,8.0,8.0,8.0
2019-03-22 05:00:05.951734,2.55,8.0,8.0,8.0,8.0
2019-03-22 06:00:06.226959,2.55,8.0,8.0,8.0,8.0
2019-03-22 07:00:05.565953,2.55,8.0,8.0,8.0,8.0
2019-03-22 08:00:06.226424,2.55,8.0,8.0,8.0,8.0
2019-03-22 09:00:05.955683,2.55,8.0,8.0,8.0,8.0
2019-03-22 10:00:05.957687,2.55,8.0,8.0,8.0,8.0
2019-03-22 11:00:05.761105,2.55,8.0,8.0,8.0,8.0
2019-03-22 12:00:05.512707,2.55,8.0,8.0,8.0,8.0
2019-03-22 13:00:06.242755,2.55,8.0,8.0,8.0,8.0
2019-03-22 14:00:06.119823,2.55,8.0,8.0,8.0,8.0
2019-03-22 15:00:06.350352,2.55,8.0,8.0,8.0,8.0
2019-03-22 17:00:06.200702,2.55,8.0,8.0,8.0,8.0
2019-03-22 18:00:06.098628,2.55,8.0,8.0,8.0,8.0
2019-03-22 19:00:05.769242,2.55,8.0,8.0,8.0,8.0
2019-03-22 21:00:05.858965,2.55,8.0,8.0,8.0,8.0
2019-03-22 22:00:05.645930,2.55,8.0,8.0,8.0,8.0
2019-03-22 23:00:05.847740,2.55,8.0,8.0,8.0,8.0
2019-03-23 00:00:06.332162,2.55,8.0,8.0,8.0,8.0
2019-03-23 01:00:07.122254,2.55,8.0,8.0,8.0,8.0
2019-03-23 02:00:16.835207,2.55,8.0,8.0,8.0,8.0
2019-03-23 03:00:06.717937,2.55,8.0,8.0,8.0,8.0
2019-03-23 04:00:07.306824,2.55,8.0,8.0,8.0,8.0
2019-03-23 05:00:06.559112,2.55,8.0,8.0,8.0,8.0
2019-03-23 06:00:06.986635,2.55,8.0,8.0,8.0,8.0
2019-03-23 07:00:06.747321,2.55,8.0,8.0,8.0,8.0
2019-03-23 08:00:06.323363,2.55,8.0,8.0,8.0,8.0
2019-03-23 09:00:22.003758,2.55,8.0,8.0,8.0,8.0
2019-03-23 10:00:08.711570,2.55,8.0,8.0,8.0,8.0
2019-03-23 11:00:15.949367,2.55,8.0,8.0,8.0,8.0
2019-03-23 12:00:13.437568,2.55,8.0,8.0,8.0,8.0
2019-03-23 13:00:06.408441,2.55,8.0,8.0,8.0,8.0
2019-03-23 14:00:06.924885,2.55,8.0,8.0,8.0,8.0
2019-03-23 15:00:06.761560,2.55,8.0,9.0,7.5,7.5
2019-03-23 16:00:06.568310,2.55,8.0,9.0,7.5,7.5
2019-03-23 17:00:07.680358,2.55,8.0,9.0,7.5,7.5
2019-03-23 18:00:06.390232,2.55,8.0,9.0,7.5,7.5
2019-03-23 19:00:06.841652,2.55,8.0,9.0,7.5,7.5
2019-03-23 20:00:06.438671,2.55,8.0,9.0,7.5,7.5
2019-03-23 21:00:07.237326,2.55,8.0,9.0,7.5,7.5
2019-03-23 22:00:07.174510,2.55,8.0,9.0,7.5,7.5
2019-03-23 23:00:07.985617,2.55,8.0,9.0,7.5,7.5
2019-03-24 00:00:06.541901,2.55,8.0,9.0,7.5,7.5
2019-03-24 01:00:06.984014,2.55,8.0,9.0,7.5,7.5
2019-03-24 02:00:06.528923,2.55,8.0,9.0,7.5,7.5
2019-03-24 03:00:07.133640,2.55,8.0,9.0,7.5,7.5
2019-03-24 04:00:06.612282,2.55,8.0,9.0,7.5,7.5
2019-03-24 05:00:06.019507,2.55,8.0,9.0,7.5,7.5
2019-03-24 06:00:06.535872,2.55,8.0,9.0,7.5,7.5
2019-03-24 07:00:06.922280,2.55,8.0,9.0,7.5,7.5
2019-03-24 08:00:06.487556,2.55,8.0,9.0,7.5,7.5
2019-03-24 09:00:06.894969,2.55,8.00,9.00,7.50,7.50
